index,door_number_3,door_number_5,body_type_Coupe,body_type_Sedan,body_type_SUV,body_type_Compact,gearbox_Automatic,gearbox_Manual,fuel_type_Gasoline,fuel_type_Diesel,fuel_type_Electric,make_Audi,make_BMW,make_Ford,make_Mercedes,make_Opel,make_Volkswagen,relevance
25,0.132808383,0.0,0.0,0.0,0.352307036,0.0,0.0,0.890202254,0.532593878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121194415,0.405821193
26,0.123152311,0.0,0.36665065,0.0,0.0,0.0,0.732963192,0.0,0.014709173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131450389,0.273785143
27,0.219835523,0.0,0.854854014,0.0,0.0,0.0,0.606086911,0.0,0.67134176,0.0,0.0,0.740387308,0.0,0.0,0.0,0.0,0.0,0.618501103
28,0.0,0.733618153,0.249502114,0.0,0.0,0.0,0.0,0.014074553,0.0,0.823906382,0.0,0.0,0.0,0.0,0.084876071,0.0,0.0,0.381195455
29,0.41228293,0.0,0.146626226,0.0,0.0,0.0,0.0,0.056927729,0.0,0.0,0.799555466,0.0,0.0,0.0,0.120333087,0.0,0.0,0.307145088
30,0.925122072,0.0,0.0,0.0,0.0,0.755091815,0.489904574,0.0,0.981972984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.786300999,0.787678489
31,0.404732275,0.0,0.0,0.0,0.0,0.088389632,0.784339712,0.0,0.646750926,0.0,0.0,0.0,0.0,0.932387784,0.0,0.0,0.0,0.571320066
32,0.0,0.234492609,0.0,0.944235769,0.0,0.0,0.562928224,0.0,0.0,0.513171506,0.0,0.0,0.0,0.0,0.0,0.496412199,0.0,0.550248061
33,0.029161375,0.0,0.0,0.075905335,0.0,0.0,0.382707146,0.0,0.463928391,0.0,0.0,0.0,0.0,0.0,0.0,0.325889903,0.0,0.25551843
34,0.0,0.904090196,0.436059883,0.0,0.0,0.0,0.0,0.733286339,0.567182305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.282176597,0.584559064
35,0.0,0.039278713,0.0,0.0,0.476757173,0.0,0.0,0.495968716,0.0,0.338394709,0.0,0.0,0.0,0.0,0.0,0.0,0.145385331,0.299156928
36,0.744586875,0.0,0.0,0.0,0.0,0.5161452,0.0,0.600103411,0.0,0.0,0.715794819,0.0,0.0,0.0,0.0,0.0,0.100619933,0.535450048
37,0.0,0.166357356,0.0,0.0,0.0,0.716463368,0.0,0.276857463,0.0,0.0,0.975748117,0.564804413,0.0,0.0,0.0,0.0,0.0,0.540046143
38,0.0,0.043068701,0.620434629,0.0,0.0,0.0,0.993632329,0.0,0.210298376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204213238,0.414329455
39,0.952781424,0.0,0.0,0.0,0.0,0.721657372,0.298527565,0.0,0.0,0.0,0.607320866,0.0,0.614497353,0.0,0.0,0.0,0.0,0.638956916
40,0.417232935,0.0,0.240939754,0.0,0.0,0.0,0.631086662,0.0,0.0,0.0,0.866609531,0.0,0.0,0.0,0.296150321,0.0,0.0,0.490403841
41,0.0,0.466111491,0.0,0.0,0.0,0.197590646,0.0,0.054963552,0.0,0.0,0.349248043,0.0,0.0,0.0,0.48476505,0.0,0.0,0.310535756
42,0.557330828,0.0,0.0,0.898647969,0.0,0.0,0.073939195,0.0,0.0,0.0,0.379028411,0.0,0.0,0.0,0.365720907,0.0,0.0,0.454933462
43,0.772663024,0.0,0.0,0.0,0.766614916,0.0,0.0,0.578164345,0.0,0.0,0.395249294,0.0,0.0,0.0,0.0,0.0,0.820273655,0.666593047
44,0.457198655,0.0,0.499640394,0.0,0.0,0.0,0.183409386,0.0,0.0,0.0,0.753546442,0.0,0.0,0.0,0.0,0.0,0.253839071,0.42952679
45,0.248745316,0.0,0.0,0.549411717,0.0,0.0,0.136873697,0.0,0.0,0.139120439,0.0,0.0,0.0,0.0,0.0,0.444112824,0.0,0.303652799
46,0.0,0.943635658,0.0,0.87982825,0.0,0.0,0.0,0.458880682,0.727001031,0.0,0.0,0.761129061,0.0,0.0,0.0,0.0,0.0,0.754094936
47,0.0,0.549229992,0.0,0.433560229,0.0,0.0,0.0,0.08059184,0.0,0.093405021,0.0,0.0,0.0,0.0,0.0,0.188480459,0.0,0.269053508
48,0.0,0.885310852,0.0,0.137867672,0.0,0.0,0.0,0.298710636,0.0,0.0,0.691384116,0.0,0.0,0.0,0.0,0.0,0.531839019,0.509022459
49,0.78819593,0.0,0.623316537,0.0,0.0,0.0,0.219448581,0.0,0.177380091,0.0,0.0,0.875276642,0.0,0.0,0.0,0.0,0.0,0.536723556
50,0.0,0.879261548,0.0,0.0,0.0,0.296196453,0.943016609,0.0,0.0,0.0,0.2343462,0.0,0.454082694,0.0,0.0,0.0,0.0,0.561380701
51,0.77576566,0.0,0.0,0.388203555,0.0,0.0,0.766610235,0.0,0.862740604,0.0,0.0,0.0,0.969836704,0.0,0.0,0.0,0.0,0.752631352
52,0.0,0.037334989,0.769462984,0.0,0.0,0.0,0.600131656,0.0,0.130520591,0.0,0.0,0.0,0.0,0.0,0.266835918,0.0,0.0,0.360857228
53,0.468978137,0.0,0.0,0.0,0.0,0.534652321,0.0,0.410418936,0.974143379,0.0,0.0,0.0,0.0,0.0,0.778796786,0.0,0.0,0.633397912
54,0.0,0.746405447,0.0,0.434741952,0.0,0.0,0.719738286,0.0,0.0,0.6484847,0.0,0.0,0.867954004,0.0,0.0,0.0,0.0,0.683464878
55,0.979891614,0.0,0.0,0.533967099,0.0,0.0,0.248155902,0.0,0.0,0.886465573,0.0,0.639185712,0.0,0.0,0.0,0.0,0.0,0.65753318
56,0.931403004,0.0,0.0,0.429826977,0.0,0.0,0.479788988,0.0,0.0,0.0,0.184618865,0.0,0.0,0.0,0.366575912,0.0,0.0,0.478442749
57,0.473777355,0.0,0.0,0.0,0.0,0.404381033,0.0,0.025374053,0.0,0.243171294,0.0,0.0,0.0,0.0,0.0,0.0,0.058755993,0.241091946
58,0.0,0.797922902,0.0,0.0,0.0,0.417368653,0.0,0.904714648,0.0,0.0,0.795654791,0.0,0.0,0.0,0.819964723,0.0,0.0,0.747125143
59,0.041070445,0.0,0.650047261,0.0,0.0,0.0,0.0,0.450282992,0.0,0.760837048,0.0,0.0,0.0,0.0,0.476116745,0.0,0.0,0.475670898
60,0.0,0.417868702,0.0,0.0,0.415584284,0.0,0.0,0.328174628,0.283940046,0.0,0.0,0.0,0.0,0.0,0.093680705,0.0,0.0,0.307849673
61,0.0,0.254493349,0.0,0.975727677,0.0,0.0,0.0,0.367280278,0.0,0.584012807,0.0,0.457482878,0.0,0.0,0.0,0.0,0.0,0.527799398
62,0.0,0.311292084,0.773999888,0.0,0.0,0.0,0.565830734,0.0,0.632109751,0.0,0.0,0.036685682,0.0,0.0,0.0,0.0,0.0,0.463983628
63,0.0,0.310596066,0.0,0.0,0.291245543,0.0,0.0,0.538585521,0.0,0.768809668,0.0,0.256447028,0.0,0.0,0.0,0.0,0.0,0.433136765
64,0.875197566,0.0,0.0,0.0,0.587500309,0.0,0.569706163,0.0,0.373838964,0.0,0.0,0.0,0.0,0.307296819,0.0,0.0,0.0,0.542707964
65,0.0,0.685270978,0.64736133,0.0,0.0,0.0,0.628465895,0.0,0.0,0.0,0.548425168,0.063681968,0.0,0.0,0.0,0.0,0.0,0.514641068
66,0.471893531,0.0,0.0,0.0,0.0,0.727179906,0.0,0.823082461,0.0,0.0,0.403401078,0.258470685,0.0,0.0,0.0,0.0,0.0,0.536805532
67,0.707276624,0.0,0.0,0.0,0.0,0.70634751,0.0,0.556046773,0.0,0.087615876,0.0,0.0,0.0,0.0,0.970306635,0.0,0.0,0.605518684
68,0.0,0.212269735,0.042004265,0.0,0.0,0.0,0.0,0.340687852,0.0,0.0,0.041232685,0.0,0.0,0.0,0.0,0.305537187,0.0,0.188346345
69,0.0,0.820812388,0.0,0.0,0.0,0.935953086,0.0,0.741829271,0.0,0.300336688,0.0,0.0,0.0,0.0,0.382039295,0.0,0.0,0.636194146
70,0.192221224,0.0,0.851582711,0.0,0.0,0.0,0.981756731,0.0,0.0,0.539310772,0.0,0.0,0.0,0.567271683,0.0,0.0,0.0,0.626428624
71,0.0,0.852101763,0.219738617,0.0,0.0,0.0,0.809228856,0.0,0.0,0.736874971,0.0,0.930121489,0.0,0.0,0.0,0.0,0.0,0.709613139
72,0.998484751,0.0,0.0,0.0,0.703563463,0.0,0.0,0.187196892,0.0,0.0,0.066758572,0.0,0.923163645,0.0,0.0,0.0,0.0,0.575833465
73,0.192274556,0.0,0.0,0.0,0.075668842,0.0,0.41018611,0.0,0.0,0.0,0.32812284,0.0,0.0,0.0,0.272842168,0.0,0.0,0.255818903
74,0.0,0.050727885,0.0,0.0,0.561804562,0.0,0.983319916,0.0,0.143501396,0.0,0.0,0.0,0.0,0.677228104,0.0,0.0,0.0,0.483316373
75,0.0,0.484602788,0.75067219,0.0,0.0,0.0,0.40653087,0.0,0.0,0.889750311,0.0,0.0,0.0,0.0,0.0,0.51806776,0.0,0.609924784
76,0.0,0.69348067,0.998242082,0.0,0.0,0.0,0.0,0.477296519,0.0,0.168357,0.0,0.0,0.0,0.0,0.0,0.360801477,0.0,0.53963555
77,0.444769234,0.0,0.0,0.073274041,0.0,0.0,0.640726757,0.0,0.509390963,0.0,0.0,0.0,0.0,0.0,0.458995875,0.0,0.0,0.425431374
78,0.0,0.31207743,0.722870568,0.0,0.0,0.0,0.262041156,0.0,0.0,0.624374269,0.0,0.0,0.0,0.023200038,0.0,0.0,0.0,0.388912692
79,0.579686519,0.0,0.342822907,0.0,0.0,0.0,0.622264996,0.0,0.0,0.59556232,0.0,0.0,0.0,0.0,0.0,0.0,0.607328697,0.549533088
80,0.0,0.096203953,0.802513278,0.0,0.0,0.0,0.0,0.146292236,0.0,0.535897292,0.0,0.0,0.0,0.0,0.0,0.975699121,0.0,0.511321176
81,0.0,0.794325021,0.0,0.641889486,0.0,0.0,0.402060398,0.0,0.0,0.0,0.441928373,0.0,0.0,0.0,0.0,0.699388195,0.0,0.595918295
82,0.0,0.973683533,0.0,0.0,0.0,0.963067823,0.0,0.965509761,0.753169567,0.0,0.0,0.430167594,0.0,0.0,0.0,0.0,0.0,0.817119656
83,0.876210945,0.0,0.0,0.0,0.385769971,0.0,0.0,0.370566698,0.0,0.503621875,0.0,0.0,0.0,0.252841831,0.0,0.0,0.0,0.477802264
84,0.0,0.345889836,0.0,0.390943746,0.0,0.0,0.0,0.117777875,0.233206993,0.0,0.0,0.722995296,0.0,0.0,0.0,0.0,0.0,0.362162749
85,0.0,0.88867797,0.0,0.64603812,0.0,0.0,0.504933192,0.0,0.0,0.295183119,0.0,0.0,0.0,0.0,0.279049969,0.0,0.0,0.522776474
86,0.0,0.897650077,0.0,0.452217954,0.0,0.0,0.0,0.190717798,0.376694761,0.0,0.0,0.0,0.0,0.0,0.243305304,0.0,0.0,0.432117179
87,0.479678006,0.0,0.572443479,0.0,0.0,0.0,0.715140814,0.0,0.0,0.0,0.67383863,0.0,0.0,0.685696875,0.0,0.0,0.0,0.625359561
88,0.412851293,0.0,0.0,0.0,0.0,0.912682604,0.0,0.297736498,0.0,0.0,0.387603012,0.0,0.01242148,0.0,0.0,0.0,0.0,0.404658977
89,0.126152653,0.0,0.0,0.0,0.108437639,0.0,0.0,0.021405641,0.0,0.665838063,0.0,0.0,0.0,0.753604391,0.0,0.0,0.0,0.335087677
90,0.950568882,0.0,0.0,0.0,0.394282102,0.0,0.459728529,0.0,0.0,0.342773412,0.0,0.0,0.0,0.0,0.0,0.0,0.657302104,0.560931006
91,0.855848902,0.0,0.0,0.0,0.0,0.334307832,0.551908215,0.0,0.0,0.0,0.1357584,0.591919711,0.0,0.0,0.0,0.0,0.0,0.493948612
92,0.767605105,0.0,0.0,0.0,0.600738518,0.0,0.0,0.623846802,0.0,0.0,0.96075621,0.0,0.0,0.0,0.0,0.908979263,0.0,0.77238518
93,0.0,0.240931231,0.0,0.0,0.765679593,0.0,0.0,0.039960162,0.0,0.0,0.676632735,0.0,0.0,0.0,0.0,0.886753985,0.0,0.521991541
94,0.721487055,0.0,0.0,0.0,0.0,0.72362597,0.0,0.559218937,0.0,0.737191675,0.0,0.0,0.0,0.0,0.0,0.304770789,0.0,0.609258885
95,0.0,0.42111828,0.822449468,0.0,0.0,0.0,0.569707911,0.0,0.0,0.0,0.111645615,0.0,0.9121278,0.0,0.0,0.0,0.0,0.567409815
96,0.072380681,0.0,0.275523899,0.0,0.0,0.0,0.43669853,0.0,0.524577515,0.0,0.0,0.0,0.0,0.0,0.463206588,0.0,0.0,0.354477443
97,0.360813695,0.0,0.0,0.0,0.722507213,0.0,0.0,0.406814741,0.0,0.0,0.798862775,0.0,0.0,0.0,0.679420958,0.0,0.0,0.593683876
98,0.0,0.35283759,0.0,0.450244544,0.0,0.0,0.287405555,0.0,0.0,0.0,0.517518569,0.0,0.0,0.0,0.0,0.0,0.178903966,0.357382045
99,0.0,0.759959084,0.237279537,0.0,0.0,0.0,0.0,0.692357567,0.0,0.0,0.117714231,0.389767369,0.0,0.0,0.0,0.0,0.0,0.439415558
100,0.011574442,0.0,0.0,0.235348831,0.0,0.0,0.0,0.900412968,0.0,0.819350258,0.0,0.0,0.0,0.816268206,0.0,0.0,0.0,0.556590941
101,0.591579544,0.0,0.0,0.162152111,0.0,0.0,0.369966448,0.0,0.0,0.619607397,0.0,0.0,0.0,0.0,0.0,0.0,0.623131163,0.473287333
102,0.0,0.229808491,0.0,0.0,0.0,0.3644064,0.812026739,0.0,0.884008825,0.0,0.0,0.0,0.0,0.819668592,0.0,0.0,0.0,0.621983809
103,0.0,0.530128069,0.0,0.152930381,0.0,0.0,0.266269533,0.0,0.991363447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.756189903,0.539376267
104,0.093884294,0.0,0.0,0.0,0.0,0.445031519,0.247863182,0.0,0.126946276,0.0,0.0,0.095997412,0.0,0.0,0.0,0.0,0.0,0.201944537
105,0.0,0.77421829,0.11733595,0.0,0.0,0.0,0.0,0.940089394,0.0,0.679430917,0.0,0.0,0.45503288,0.0,0.0,0.0,0.0,0.593221486
106,0.0,0.125045582,0.0,0.0,0.0,0.112239089,0.684188934,0.0,0.0,0.436811457,0.0,0.0,0.0,0.0,0.922610588,0.0,0.0,0.45617913
107,0.970449226,0.0,0.0,0.0,0.0,0.128322845,0.091965556,0.0,0.979341195,0.0,0.0,0.01518351,0.0,0.0,0.0,0.0,0.0,0.437052466
108,0.584404243,0.0,0.0,0.0,0.0,0.807413962,0.660879233,0.0,0.53278478,0.0,0.0,0.0,0.0,0.0,0.28871661,0.0,0.0,0.574839766
109,0.0,0.591314226,0.681800456,0.0,0.0,0.0,0.0,0.230792186,0.0,0.0,0.187749223,0.0,0.0,0.0,0.0,0.0,0.789085826,0.496148383
110,0.0,0.922852967,0.0,0.890635527,0.0,0.0,0.0,0.722511231,0.0,0.0,0.374285357,0.0,0.162575574,0.0,0.0,0.0,0.0,0.614572131
111,0.0,0.295710303,0.70109171,0.0,0.0,0.0,0.0,0.525341113,0.643928199,0.0,0.0,0.600313983,0.0,0.0,0.0,0.0,0.0,0.553277062
112,0.263452525,0.0,0.0,0.0,0.601504093,0.0,0.524104255,0.0,0.0,0.0,0.626503003,0.0,0.0,0.0,0.0,0.0,0.346870005,0.472486776
113,0.340666649,0.0,0.0,0.337721943,0.0,0.0,0.0,0.660940568,0.687179962,0.0,0.0,0.0,0.438866834,0.0,0.0,0.0,0.0,0.493075191
114,0.0,0.693415254,0.0,0.0,0.274504767,0.0,0.0,0.968949912,0.0,0.465853886,0.0,0.0,0.0,0.0,0.0,0.0,0.991067768,0.678758317
115,0.687636573,0.0,0.0,0.0,0.0,0.766577586,0.343976522,0.0,0.0,0.0,0.164750593,0.20651688,0.0,0.0,0.0,0.0,0.0,0.433891631
116,0.484684493,0.0,0.0,0.0,0.76622213,0.0,0.0,0.50082511,0.0,0.0,0.25256099,0.0,0.0,0.58053962,0.0,0.0,0.0,0.516966469
117,0.565342494,0.0,0.0,0.0,0.0,0.929881152,0.0,0.995124972,0.0,0.0,0.642131099,0.0,0.0,0.0,0.664673545,0.0,0.0,0.759430652
118,0.428244916,0.0,0.0,0.806846163,0.0,0.0,0.0,0.414562195,0.042849115,0.0,0.0,0.0,0.807411793,0.0,0.0,0.0,0.0,0.499982836
119,0.0,0.427086157,0.0,0.458277544,0.0,0.0,0.453888024,0.0,0.887593651,0.0,0.0,0.0,0.0,0.0,0.019187462,0.0,0.0,0.449206568
120,0.181074344,0.0,0.027089124,0.0,0.0,0.0,0.868473421,0.0,0.0,0.652993436,0.0,0.0,0.0,0.0,0.0,0.522489626,0.0,0.45042399
121,0.0,0.076893659,0.0,0.0,0.56070811,0.0,0.800648415,0.0,0.0,0.0,0.291680731,0.0,0.0,0.103842153,0.0,0.0,0.0,0.366754614
122,0.236662462,0.0,0.0,0.185791523,0.0,0.0,0.164038209,0.0,0.0,0.0,0.507858718,0.0,0.0,0.0,0.0,0.0,0.861599289,0.39119004
123,0.529051802,0.0,0.0,0.0,0.0,0.667257446,0.019443439,0.0,0.411713457,0.0,0.0,0.0,0.017875345,0.0,0.0,0.0,0.0,0.329068298
124,0.283914705,0.0,0.0,0.169265969,0.0,0.0,0.0,0.82300096,0.0,0.0,0.852088798,0.0,0.0,0.513935563,0.0,0.0,0.0,0.528441199
125,0.0,0.856893306,0.0,0.0,0.0,0.334466292,0.525299741,0.0,0.0,0.586642818,0.0,0.0,0.0,0.0,0.0,0.269782679,0.0,0.514616967
126,0.0,0.710813332,0.0,0.0,0.0,0.996590368,0.0,0.205004034,0.586557629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.794997065,0.658792486
127,0.927376862,0.0,0.0,0.0,0.447507753,0.0,0.570625952,0.0,0.839113945,0.0,0.0,0.0,0.468136124,0.0,0.0,0.0,0.0,0.650552127
128,0.0,0.525869731,0.089834179,0.0,0.0,0.0,0.842048033,0.0,0.0,0.447343154,0.0,0.0,0.0,0.0,0.0,0.0,0.333300348,0.447679089
129,0.11756162,0.0,0.0,0.0,0.989688103,0.0,0.0,0.839750341,0.0,0.054401902,0.0,0.0,0.0,0.0,0.171852006,0.0,0.0,0.434650794
130,0.0,0.355290541,0.0,0.0,0.0,0.57361382,0.171621127,0.0,0.314483255,0.0,0.0,0.528963314,0.0,0.0,0.0,0.0,0.0,0.388794411
131,0.0,0.366861179,0.0,0.0,0.0,0.689440278,0.0,0.562667859,0.468739306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.401020652,0.497745855
132,0.015200585,0.0,0.0,0.159782292,0.0,0.0,0.890348819,0.0,0.14211658,0.0,0.0,0.0,0.0,0.0,0.012017444,0.0,0.0,0.243893144
133,0.21651153,0.0,0.0,0.0,0.0,0.36435987,0.720510818,0.0,0.0,0.208780963,0.0,0.0,0.0,0.0,0.61235484,0.0,0.0,0.424503604
134,0.0,0.762944128,0.0,0.0,0.0,0.196602479,0.0,0.539396958,0.345609177,0.0,0.0,0.0,0.0,0.355557496,0.0,0.0,0.0,0.440022048
135,0.0,0.115846013,0.0,0.805397958,0.0,0.0,0.0,0.251622054,0.0,0.0,0.730472785,0.0,0.0,0.0,0.510027737,0.0,0.0,0.482673309
136,0.0,0.26168231,0.0,0.0,0.0,0.895176239,0.063804618,0.0,0.064024737,0.0,0.0,0.0,0.535001886,0.0,0.0,0.0,0.0,0.363937958
137,0.398394606,0.0,0.0,0.0,0.0,0.826824456,0.999234432,0.0,0.632510703,0.0,0.0,0.0,0.0,0.0,0.0,0.387520206,0.0,0.648896881
138,0.0,0.091108084,0.911097903,0.0,0.0,0.0,0.0,0.97366225,0.772408079,0.0,0.0,0.0,0.472174949,0.0,0.0,0.0,0.0,0.644090253
139,0.0,0.630770716,0.0,0.0,0.816728811,0.0,0.0,0.153525477,0.654051529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.468829587,0.544781224
140,0.846465235,0.0,0.313520068,0.0,0.0,0.0,0.956847253,0.0,0.0,0.797945681,0.0,0.130683816,0.0,0.0,0.0,0.0,0.0,0.609092411
141,0.277744355,0.0,0.205079247,0.0,0.0,0.0,0.0,0.742786926,0.0,0.0,0.56259655,0.0,0.0,0.0,0.990857095,0.0,0.0,0.555812835
142,0.0,0.694735259,0.042103112,0.0,0.0,0.0,0.0,0.392473185,0.0,0.0,0.112746492,0.0,0.0,0.0,0.0,0.039573358,0.0,0.256326281
143,0.157453461,0.0,0.374962884,0.0,0.0,0.0,0.0,0.357782374,0.022160329,0.0,0.0,0.889218591,0.0,0.0,0.0,0.0,0.0,0.360315528
144,0.0,0.360900164,0.0,0.0,0.399048969,0.0,0.0,0.385511456,0.716055847,0.0,0.0,0.553739909,0.0,0.0,0.0,0.0,0.0,0.483051269
145,0.504479736,0.0,0.359759708,0.0,0.0,0.0,0.521544212,0.0,0.0,0.527036585,0.0,0.0,0.0,0.0,0.06522902,0.0,0.0,0.395609852
146,0.922367841,0.0,0.0,0.456159707,0.0,0.0,0.0,0.612779802,0.0,0.48179021,0.0,0.0,0.0,0.0,0.0,0.0,0.50771902,0.596163316
147,0.182840044,0.0,0.0,0.0,0.0,0.931331037,0.220897032,0.0,0.668654693,0.0,0.0,0.0,0.0,0.0,0.131529594,0.0,0.0,0.42705048
148,0.0,0.181081802,0.0,0.914448538,0.0,0.0,0.809783286,0.0,0.0,0.70732185,0.0,0.0,0.0,0.935973504,0.0,0.0,0.0,0.709721796
149,0.347657586,0.0,0.0,0.0,0.549862149,0.0,0.0,0.996943844,0.516466234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.508175754,0.583821113
150,0.240296219,0.0,0.0,0.0,0.791043143,0.0,0.0,0.78587936,0.623909737,0.0,0.0,0.22021024,0.0,0.0,0.0,0.0,0.0,0.53226774
151,0.486287926,0.0,0.0,0.896680053,0.0,0.0,0.0,0.616040567,0.0,0.0,0.519495196,0.0,0.0,0.0,0.0,0.578825279,0.0,0.619465804
152,0.13885047,0.0,0.668386314,0.0,0.0,0.0,0.0,0.792968132,0.0,0.0,0.754325309,0.0,0.0,0.0,0.0,0.0,0.974277855,0.665761616
153,0.0,0.28657872,0.068890405,0.0,0.0,0.0,0.0,0.590068658,0.0,0.0,0.456906457,0.0,0.0,0.0,0.587756488,0.0,0.0,0.398040146
154,0.485096171,0.0,0.0,0.0,0.0,0.948631341,0.371720821,0.0,0.0,0.583846608,0.0,0.0,0.0,0.0,0.0,0.991356309,0.0,0.67613025
155,0.0,0.791815298,0.050256497,0.0,0.0,0.0,0.672892146,0.0,0.0,0.0,0.426176556,0.0,0.0,0.800133564,0.0,0.0,0.0,0.548254812
156,0.956223921,0.0,0.063946379,0.0,0.0,0.0,0.0,0.205000692,0.402262465,0.0,0.0,0.0,0.397555372,0.0,0.0,0.0,0.0,0.404997766
157,0.233704665,0.0,0.419608945,0.0,0.0,0.0,0.0,0.789651441,0.222785723,0.0,0.0,0.0,0.0,0.0,0.0,0.643694051,0.0,0.461888965
158,0.022973028,0.0,0.0,0.414204307,0.0,0.0,0.701223568,0.0,0.0,0.364017934,0.0,0.0,0.627801196,0.0,0.0,0.0,0.0,0.426044007
